"","lat","lon","cellNumber","Data","Cobertura","Obs","Municipio","Bioma","Estado","Fonte","LCI","PVI","Ano","Forrageira","Manejo","Cultivo","Solo","Foto","Condicao"
"6216",-48.6621675952879,-20.3195655934045,264233417,"2017/05/19","Pastagem",NA,"COLÔMBIA","Cerrado","SP","LAPIG e Embrapa",0.68765676017,0,2017,"Brachiaria decumbens",NA,NA,NA,"Campo_maio2017\Foto_6183.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Baixa; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Presença de animal"
"6261",-48.5791215416214,-20.5892295080507,267018824,"2017/05/19","Pastagem",NA,"BARRETOS","Cerrado","SP","LAPIG e Embrapa",0.69579794466,0.53483774897,2017,"Brachiaria decumbens",NA,NA,NA,"Campo_maio2017\Foto_6228.jpg","Boas condições; Altura Baixa; Homogeneidade Alta; Invasoras Baixa; Baixa quantidade de solo exposto; Ausência de animal"
"6727",-47.5972336311716,-15.1223234942814,210577806,"2017/08/14","Pastagem",NA,"PLANALTINA","Cerrado","GO","LAPIG e Embrapa",0.46570416126,0,2017,"Brachiaria brizantha",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_63.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Ausente; Ausência de animal"
"6759",-47.5706356902112,-14.8599400747895,207878818,"2017/08/14","Pastagem",NA,"ÁGUA FRIA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.57131469658,0,2017,"Nativa",NA,NA,NA,NA,NA
"6762",-47.5649828839669,-14.835432713912,207619717,"2017/08/14","Pastagem",NA,"ÁGUA FRIA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.5804625607,0,2017,"Nativa",NA,NA,NA,NA,NA
"6768",-47.5546888262798,-14.7776738609701,207036738,"2017/08/14","Pastagem",NA,"ÁGUA FRIA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.63121509191,0,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_104.jpg","Com invasoras; Altura Alta; Homogeneidade Média; Invasoras Média; Média quantidade de solo exposto; Ausência de animal"
"6812",-47.5065507183671,-14.4615170088733,203754777,"2017/08/14","Pastagem",NA,"SÃO JOÃO D'ALIANÇA","Cerrado","GO","LAPIG e Embrapa",0.87325004289,0.27028262462,2017,"Brachiaria decumbens",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_148.jpg","Com invasoras; Altura Baixa; Homogeneidade Média; Invasoras Baixa; Média quantidade de cupinzeiros; Baixa quantidade de solo exposto; Ausência de animal"
"6829",-47.5213670210497,-14.3477243356726,202588802,"2017/08/14","Pastagem",NA,"ALTO PARAÍSO DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.64939855345,0,2017,"Nativa",NA,NA,NA,NA,NA
"6830",-47.51529769224,-14.3427276892801,202545621,"2017/08/14","Pastagem",NA,"ALTO PARAÍSO DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.45295761961,0.29281804498,2017,"Nativa",NA,NA,NA,NA,NA
"6833",-47.5150001761219,-14.315305618007,202243333,"2017/08/14","Pastagem",NA,"ALTO PARAÍSO DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.6124620843,0,2017,"Nativa",NA,NA,NA,NA,NA
"6847",-47.4898898157521,-14.210613979307,201163745,"2017/08/14","Pastagem",NA,"ALTO PARAÍSO DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.80482392583,0,2017,"Brachiaria humidicola",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_183.jpg","Boas condições; Altura Baixa; Homogeneidade Alta; Invasoras Baixa; Presença de animal"
"6912",-47.2788951506742,-13.860937146579,197557982,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.51684911413,0.30566637662,2017,"Nativa",NA,NA,NA,NA,NA
"6952",-47.218277523956,-13.6361299193474,195247667,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.60543273035,0,2017,"Nativa",NA,NA,NA,NA,NA
"6963",-47.1793689081267,-13.5647480874974,194513558,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.63304271004,0.42271405367,2017,"Nativa",NA,NA,NA,NA,NA
"6964",-47.1785954952739,-13.556360722255,194427190,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.6617713205,0.36624106493,2017,"Nativa",NA,NA,NA,NA,NA
"6972",-47.1675892354445,-13.4963404986411,193801027,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.55220277609,0.37552634918,2017,"Nativa",NA,NA,NA,NA,NA
"6974",-47.1656854499605,-13.4887264365771,193714660,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.77847777904,0.48681149535,2017,"Nativa",NA,NA,NA,NA,NA
"6979",-47.1495032733465,-13.4524406720534,193347604,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.57904256269,0.32467986399,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_315.jpg","Solo exposto; Altura Baixa; Homogeneidade Baixa; Invasoras Alta; Média quantidade de cupinzeiros; Alta quantidade de solo exposto; Presença de animal"
"6983",-47.1455172224894,-13.4304312738996,193110094,"2017/08/14","Pastagem",NA,"TERESINA DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.6488584599,0.34234974961,2017,"Nativa",NA,NA,NA,NA,NA
"6988",-47.117376893304,-13.4165118166889,192980555,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.52960730243,0.43968037575,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"6996",-47.07739739814,-13.3810588402034,192613510,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.48900313586,0.39253538883,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"7000",-47.0539570393682,-13.3585140783107,192376010,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.75194527741,0.35129767682,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"7005",-47.0327774258587,-13.329366496972,192073732,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.75599770259,0,2017,"Nativa",NA,NA,NA,NA,NA
"7017",-46.9692385853303,-13.28273036683,191598738,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.48454242531,0,2017,"Nativa",NA,NA,NA,NA,NA
"7021",-46.9476425187461,-13.262267575033,191382828,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.56848390879,0.34024746945,2017,"Nativa",NA,NA,NA,NA,NA
"7046",-46.8338318427807,-13.2469204811852,191231739,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.5044127239,0.27023220536,2017,"Nativa",NA,NA,NA,NA,NA
"7051",-46.8052155672244,-13.2296103869616,191037424,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.53871951105,0.29581628737,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_387.jpg","Com invasoras; Altura Alta; Homogeneidade Baixa; Invasoras Média; Baixa quantidade de cupinzeiros; Média quantidade de solo exposto; Ausência de animal"
"7063",-46.7733271603674,-13.1736946186791,190476048,"2017/08/14","Pastagem",NA,"MONTE ALEGRE DE GOIÁS","Cerrado","GO","LAPIG e Embrapa",0.39667444962,0.17048389902,2017,"Andropogon",NA,NA,NA,NA,"Boas condições"
"7112",-46.8839251983285,-12.9725763074418,188381571,"2017/08/14","Pastagem","Solo arenoso","ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.58629245402,0.19006497316,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_448.jpg","Boas condições; Altura Alta; Homogeneidade Média; Invasoras Baixa; Baixa quantidade de cupinzeiros; Média quantidade de solo exposto; Ausência de animal"
"7147",-47.06879,-12.84671,187085962,"2017/08/15","Pastagem","Reformado recentemente. Brachiarão.","ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.63047505316,0.24538936975,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_483.jpg","Com invasoras; Altura Alta; Homogeneidade Média; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7149",-47.0820515261256,-12.8414726093423,187042772,"2017/08/15","Pastagem","Presença de andropogon","ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.46620860543,0.39298018454,2017,"Nativa",NA,NA,NA,NA,NA
"7173",-47.0734825960794,-12.7335119383929,185919992,"2017/08/15","Pastagem",NA,"ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.51908846846,0,2017,"Andropogon",NA,NA,NA,NA,"Solo exposto"
"7178",-47.0860934134029,-12.6918152634507,185488146,"2017/08/15","Pastagem",NA,"ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.45912006997,0.30582777419,2017,"Andropogon",NA,NA,NA,NA,"Boas condições"
"7187",-47.1161928170146,-12.6464307228219,185013108,"2017/08/15","Pastagem",NA,"ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.66360929573,0.43362397987,2017,"Nativa",NA,NA,NA,NA,NA
"7190",-47.1219033758026,-12.6218051809319,184775593,"2017/08/15","Pastagem",NA,"ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.50722348982,0.40286043242,2017,"Nativa",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_526.jpg","Altura Baixa; Homogeneidade Média; Invasoras Baixa; Média quantidade de solo exposto; Presença de animal"
"7206",-47.1860877352711,-12.5306793256216,183825514,"2017/08/15","Pastagem",NA,"ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.40323294555,0,2017,"Nativa",NA,NA,NA,NA,NA
"7207",-47.1912628710819,-12.5194967651521,183717552,"2017/08/15","Pastagem",NA,"ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.45725225149,0,2017,"Nativa",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_543.jpg","Altura Alta; Homogeneidade Baixa; Invasoras Alta; Presença de animal"
"7208",-47.193820725539,-12.5137865215081,183652775,"2017/08/15","Pastagem",NA,"ARRAIAS","Cerrado","TO","LAPIG e Embrapa",0.55610523791,0,2017,"Nativa",NA,NA,NA,NA,NA
"7247",-47.2925658045815,-12.2291070831729,180716215,"2017/08/15","Pastagem","Presença de equinos.","CONCEIÇÃO DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.50091379912,0.33000471156,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_583.jpg","Com invasoras; Altura Média; Homogeneidade Média; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7270",-47.4017207564146,-12.1509481813832,179895667,"2017/08/15","Pastagem",NA,"CONCEIÇÃO DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.77200107735,0,2017,"Nativa",NA,NA,NA,NA,NA
"7335",-47.730613696772,-11.7166724686485,175425966,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.78822560358,0.30053021036,2017,"Nativa",NA,NA,NA,NA,NA
"7336",-47.7319818458984,-11.7094751753104,175339597,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.69788355159,0,2017,"Nativa",NA,NA,NA,NA,NA
"7337",-47.7297214256026,-11.710724292336,175361190,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.72436219629,0,2017,"Nativa",NA,NA,NA,NA,NA
"7338",-47.7289481239225,-11.7033485537085,175274823,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.91899870304,0.19823758609,2017,"Nativa",NA,NA,NA,NA,NA
"7339",-47.7249626460326,-11.6970434868173,175210049,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.7180387518,0,2017,"Nativa",NA,NA,NA,NA,NA
"7340",-47.7233565579278,-11.6890729305585,175145273,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.82794307814,0,2017,"Nativa",NA,NA,NA,NA,NA
"7341",-47.723475527417,-11.6853850612447,175102089,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.71069563914,0,2017,"Nativa",NA,NA,NA,NA,NA
"7342",-47.7294240018795,-11.6802101623748,175037311,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.67744463146,0,2017,"Nativa",NA,NA,NA,NA,NA
"7362",-47.795334043941,-11.5623868396313,173828127,"2017/08/15","Pastagem","Várzea","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.54120918957,0.53368560975,2017,"Nativa",NA,NA,NA,NA,NA
"7382",-47.8789112859485,-11.4763762947435,172942815,"2017/08/15","Pastagem","SIAD. Área em regeneração. Não tem cerca.","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.56322678938,0,2017,"Nativa",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_718.jpg","Altura Média; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7388",-47.9006829506861,-11.4674539228745,172856437,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.57841154026,0,2017,"Nativa",NA,NA,NA,NA,NA
"7397",-47.935363102792,-11.4456241372772,172618908,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.64525964413,0.33922852657,2017,"Nativa",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_733.jpg","Altura Média; Homogeneidade Baixa; Invasoras Ausente; Ausência de animal"
"7466",-48.1971591760192,-11.2708670052641,170826647,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.76380827759,0,2017,"Nativa",NA,NA,NA,NA,NA
"7497",-48.214350480027,-11.0990243606025,169034503,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.30017359517,0.39468460805,2017,"Panicum massai",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_833.jpg","Boas condições; Altura Baixa; Homogeneidade Baixa; Invasoras Baixa; Baixa quantidade de solo exposto; Presença de animal"
"7498",-48.218871384221,-11.0891503976348,168948132,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.72106365664,0,2017,"Panicum sp.",NA,NA,NA,NA,"Boas condições"
"7529",-48.317498478348,-10.9312264718554,167307093,"2017/08/15","Pastagem","Em pousio.","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.38082874278,0.62321602444,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_865.jpg","Com invasoras; Altura Alta; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7530",-48.3225547527755,-10.9309885450369,167307091,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.95105839762,0.63906197427,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"7556",-48.3832300459055,-10.7591459003753,165536518,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.39969012576,0.23507801553,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras; Altura Baixa"
"7636",-48.3070834682775,-10.127739011455,159015770,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.69836808214,0,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_972.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Baixa; Presença de animal"
"7664",-48.3458114803682,-9.938422938318,157072472,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.69372493857,0.66481316825,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1000.jpg","Com invasoras; Altura Média; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de cupinzeiros; Média quantidade de solo exposto; Ausência de animal"
"7702",-48.3983833993847,-9.6599697985145,154179119,"2017/08/16","Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.45955419428,0.66836977634,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1038.jpg","Boas condições; Altura Alta; Homogeneidade Média; Invasoras Baixa; Baixa quantidade de solo exposto; Ausência de animal"
"7721",-48.4445919752624,-9.560687959093,153164273,"2017/08/16","Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.37837284156,0.40926977984,2017,"Brachiaria brizantha",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1057.jpg","Boas condições; Altura Baixa; Homogeneidade Alta; Invasoras Baixa; Baixa quantidade de cupinzeiros; Ausência de animal"
"7738",-48.5478327574034,-9.5365962005755,152905119,"2017/08/16","Pastagem","SIAD","MIRANORTE","Cerrado","TO","LAPIG e Embrapa",0.50787445639,0.57397246382,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1074.jpg","Com invasoras; Altura Média; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de cupinzeiros; Média quantidade de solo exposto; Ausência de animal"
"7748",-48.583098761902,-9.490018800775,152430078,"2017/08/16","Pastagem",NA,"MIRANORTE","Cerrado","TO","LAPIG e Embrapa",0.74372325656,0.44345957358,2017,"Brachiaria brizantha",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1084.jpg","Boas condições; Altura Baixa; Homogeneidade Alta; Invasoras Baixa; Média quantidade de cupinzeiros; Baixa quantidade de solo exposto; Ausência de animal"
"7788",-48.5439671751227,-9.2123984625005,149558361,"2017/08/16","Pastagem",NA,"FORTALEZA DO TABOCÃO","Cerrado","TO","LAPIG e Embrapa",0.41912791726,0.38956353292,2017,"Brachiaria brizantha",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1124.jpg","Boas condições; Altura Média; Homogeneidade Alta; Invasoras Ausente; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Presença de animal"
"7827",-48.5081064656579,-8.9099725358265,146449130,"2017/08/16","Pastagem",NA,"GUARAÍ","Amazônia","TO","LAPIG e Embrapa",0.775696871,0,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1163.jpg","Com invasoras; Altura Baixa; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de cupinzeiros; Média quantidade de solo exposto; Ausência de animal"
"7862",-48.4829181720645,-8.61845673751425,143426262,"2017/08/16","Pastagem",NA,"GUARAÍ","Cerrado","TO","LAPIG e Embrapa",0.65613922521,0.33563743645,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1198.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Ausente; Ausência de animal"
"7912",-48.464065738423,-8.26612159707588,139798815,"2017/08/16","Pastagem",NA,"BRASILÂNDIA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.47456045015,0.1770621897,2017,"Panicum massai",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1248.jpg","Boas condições; Altura Baixa; Homogeneidade Alta; Invasoras Baixa; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Ausência de animal"
"7949",-48.462638424835,-7.97297495313188,136775936,"2017/08/16","Pastagem","Roçado recentemente / solo arenoso","COLINAS DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.57801803037,0.36687094545,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1285.jpg","Solo exposto; Altura Baixa; Homogeneidade Média; Invasoras Alta; Média quantidade de solo exposto; Ausência de animal"
"7999",-48.4258256285445,-7.65722365726038,133515562,"2017/08/16","Pastagem",NA,"NOVA OLINDA","Amazônia","TO","LAPIG e Embrapa",0.55211452455,0.43895962761,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1335.jpg","Boas condições; Altura Baixa; Homogeneidade Alta; Invasoras Baixa; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Ausência de animal"
"8135",-47.9966240441174,-6.88411981101275,125526727,"2017/08/16","Pastagem",NA,"WANDERLÂNDIA","Cerrado","TO","LAPIG e Embrapa",0.71235952627,0.54121823958,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1471.jpg","Com invasoras; Altura Baixa; Homogeneidade Média; Invasoras Alta; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Presença de animal"
"8236",-47.4996815867973,-6.56910615182337,122266572,"2017/08/16","Pastagem",NA,"AGUIARNÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.53456060912,0.28075942955,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1572.jpg","Com invasoras; Altura Média; Homogeneidade Média; Invasoras Média; Baixa quantidade de cupinzeiros; Média quantidade de solo exposto; Ausência de animal"
"8260",-47.4315954741541,-6.65189800051449,123130285,"2017/08/17","Pastagem","Muito degradado. Andropogon.","ESTREITO","Cerrado","MA","LAPIG e Embrapa",0.31563702459,0.43316321158,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1596.jpg","Com invasoras; Altura Baixa; Homogeneidade Média; Invasoras Alta; Baixa quantidade de cupinzeiros; Ausência de animal"
"8277",-47.4570012524495,-6.7259460422679,123885993,"2017/08/17","Pastagem",NA,"ESTREITO","Cerrado","MA","LAPIG e Embrapa",0.92684379321,0.57083880834,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1613.jpg","Com invasoras; Altura Alta; Homogeneidade Média; Invasoras Média; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Ausência de animal"
"8279",-47.4548000817957,-6.73385837116172,123972362,"2017/08/17","Pastagem",NA,"ESTREITO","Cerrado","MA","LAPIG e Embrapa",0.57759974829,0,2017,"Nativa",NA,NA,NA,NA,NA
"8455",-47.2094963783492,-7.40881566628,130946695,"2017/08/17","Pastagem","Muitas árvores. As invasoras e ou responsáveis pela baixa homogeneidade seriam as árvores. Os cupins estão no pé das árvores.","CAROLINA","Cerrado","MA","LAPIG e Embrapa",0.43269965076,0.3611638025,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_1791.jpg","Boas condições; Altura Alta; Homogeneidade Média; Invasoras Ausente; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Presença de animal"
"8467",-47.1358147939855,-7.4106181066935,130968322,"2017/08/17","Pastagem",NA,"CAROLINA","Cerrado","MA","LAPIG e Embrapa",0.44406029714,0.67344656234,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"8506",-46.8838083059805,-7.4056026203255,130903667,"2017/08/17","Pastagem",NA,"RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.62763877424,0,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"8604",-46.537348193563,-7.25505970057612,129349209,"2017/08/17","Pastagem",NA,"RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.59247747943,0,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"8629",-46.5890036604495,-7.35521261745688,130385600,"2017/08/17","Pastagem",NA,"RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.83694286524,0,2017,"Brachiaria marandu",NA,NA,NA,NA,"Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Baixa; Baixa quantidade de cupinzeiros; Presença de animal"
"8638",-46.544089271184,-7.3596795732685,130428805,"2017/08/17","Pastagem",NA,"RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.43171248934,0.33453071359,2017,"Andropogon",NA,NA,NA,NA,"Boas condições"
"8667",-46.370232176261,-7.41187190175525,130968688,"2017/08/17","Pastagem","Pasto muito bom","RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.40934942974,0,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_2003.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Ausente; Presença de animal"
"8671",-46.3433462504005,-7.4269184373895,131141437,"2017/08/17","Pastagem","Pasto muito bom","RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.54632406993,0.52111872425,2017,"Brachiaria marandu",NA,NA,NA,NA,"Boas condições"
"8672",-46.339505403849,-7.4335012632475,131206215,"2017/08/17","Pastagem",NA,"RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.46366498369,0.31248224668,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"8673",-46.344522019753,-7.4349118687885,131206213,"2017/08/17","Pastagem",NA,"RIACHÃO","Cerrado","MA","LAPIG e Embrapa",0.53949917038,0.39086402738,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"8698",-46.217852468177,-7.461008071297,131486969,"2017/08/17","Pastagem","Muitas árvores.","BALSAS","Cerrado","MA","LAPIG e Embrapa",0.39358759744,0.16320432209,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"8711",-46.1312374592095,-7.49807561197038,131875667,"2017/08/17","Pastagem",NA,"BALSAS","Cerrado","MA","LAPIG e Embrapa",0.58689497851,0.3367126457,2017,"Brachiaria marandu",NA,NA,NA,NA,"Boas condições"
"8739",-46.0141947805774,-7.45375575864063,131400699,"2017/08/18","Pastagem",NA,"BALSAS","Cerrado","MA","LAPIG e Embrapa",0.93056442086,0,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_2075.jpg","Com invasoras; Altura Média; Homogeneidade Média; Invasoras Média; Baixa quantidade de cupinzeiros; Baixa quantidade de solo exposto; Ausência de animal"
"8762",-45.944050624629,-7.31498186289113,129975660,"2017/08/18","Pastagem",NA,"BALSAS","Cerrado","MA","LAPIG e Embrapa",0.52907273548,0,2017,"Brachiaria marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_2098.jpg","Boas condições; Altura Média; Homogeneidade Alta; Invasoras Ausente; Ausência de animal"
"8780",-45.8855674140291,-7.23000367973062,129090416,"2017/08/18","Pastagem",NA,"SÃO RAIMUNDO DAS MANGABEIRAS","Cerrado","MA","LAPIG e Embrapa",0.51672390073,0,2017,"Panicum sp.",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_2116.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Ausente; Ausência de animal"
